;CD1_D2_up;CD1_D2_do;CD1_D3_up;CD1_D3_do;CD1_D4_up;CD1_D4_do;CD2_D3_up;CD2_D3_do;CD2_D4_up;CD2_D4_do;CD3_D4_up;CD3_D4_do;HSD1_D2_up;HSD1_D2_do;HSD1_D3_up;HSD1_D3_do;HSD1_D4_up;HSD1_D4_do;HSD2_D3_up;HSD2_D3_do;HSD2_D4_up;HSD2_D4_do;HSD3_D4_up;HSD3_D4_do;RAD1_D2_up;RAD1_D2_do;RAD1_D3_up;RAD1_D3_do;RAD1_D4_up;RAD1_D4_do;RAD2_D3_up;RAD2_D3_do;RAD2_D4_up;RAD2_D4_do;RAD3_D4_up;RAD3_D4_do;abund_Total;log10;Kingdom;Phylum;Class;Order;Family;Genus;Species
OTU-849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2363;3.37346372163237;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;_;_
OTU-8554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1116;3.04766419460156;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium;_
OTU-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2399;3.38003024796783;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;_;_
OTU-8829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2099;3.3220124385824;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfosporosinus;s_meridiei
OTU-89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24630;4.3914644118391;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Gracilibacteraceae;_;_
OTU-89425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7120;3.85247999363686;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_badius
OTU-89997;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7466;3.87308798559029;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_
OTU-9;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;26357;4.42089597657481;k_Bacteria;p_Gemmatimonadetes;c_Gemm-3;o_;f_;g_;s_
OTU-92;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9720;3.98766626492627;k_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_;s_
OTU-93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31563;4.49917827532083;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_;s_
OTU-93890;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;2.8394780473742;k_Bacteria;p_TM7;c_TM7-1;o_;f_;g_;s_
OTU-98;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5981;3.77677380241211;k_Bacteria;p_Bacteroidetes;c_[Saprospirae];o_[Saprospirales];f_Chitinophagaceae;g_Chitinophaga;s_
